"customer_id","account_num","lname","fname","address","city","state_province","postal_code","country","customer_region_id","phone","marital_status","gender","total_children","num_children_at_home","education","member_card","age","year_income"
54,87954998600,"Thorton","Cheryl","8938 West Hookston Road","Metchosin","BC","18033","Canada",104,"832-555-1834","S","F",0,0,"Partial College","Silver",39,40000,
55,87961350083,"Dumin","Gary","181 Gainsborough Drive","Grossmont","CA","39583","USA",17,"313-555-9355","S","M",3,1,"Partial High School","Normal",76,20000,
56,87965223193,"Chin","Pat","3385 Crestview Drive","Imperial Beach","CA","39182","USA",14,"871-555-6277","M","M",3,2,"High School Degree","Bronze",65,120000,
57,87978752300,"Lovell","Zach","6912 Laguna St.","San Andres","DF","26893","Mexico",106,"375-555-3427","M","M",3,2,"Bachelors Degree","Normal",40,60000,
58,87986992001,"Ratcliff","Dave","371 Ahneita Dr.","Oakland","CA","65362","USA",37,"294-555-2634","M","F",3,2,"Bachelors Degree","Bronze",44,60000,
59,88010123400,"Moss","Elizabeth","4776 Kentucky Drive","Burnaby","BC","70204","Canada",92,"721-555-7412","M","M",5,4,"Partial College","Gloden",58,40000,
60,88018041300,"Anderson","Lori","1145 Paraiso Ct.","Langley","BC","74834","Canada",94,"663-555-5248","S","M",3,2,"Bachelors Degree","Bronze",86,60000,
61,88049879074,"Everson","Michael","3148 Rose Street","Tacoma","WA","93868","USA",84,"451-555-3312","M","M",1,1,"Bachelors Degree","Bronze",55,60000,
62,88067190100,"Borden","Mary","2427 Notre Dame Ave.","Santa Monica","CA","64660","USA",49,"656-555-3434","M","M",1,0,"Graduate Degree","Silver",69,140000,
63,88081979800,"Willson","Sue","7340 Green St.","Tlaxiaco","Oaxaca","49856","Mexico",30,"467-555-9127","S","F",4,0,"Partial College","Normal",84,40000,
64,88084045052,"Harris","Clayton","6872 Thornwood Dr.","Beaverton","OR","85809","USA",67,"814-555-9899","M","M",4,1,"Partial College","Silver",68,40000,
65,88096334934,"Contreras","Whitney","2040 Encino Drive","Metchosin","BC","37167","Canada",104,"648-555-5221","S","F",0,0,"Bachelors Degree","Bronze",21,60000,
66,88112406730,"Pusedu","Boyd","1826 Corte Del Sol","Metchosin","BC","39282","Canada",104,"898-555-2599","S","F",4,3,"High School Degree","Gloden",67,40000,
67,88115072846,"Stedman","Cian","9903 East Leland","Westminster","BC","55800","Canada",91,"994-555-9206","S","M",3,1,"Bachelors Degree","Bronze",72,120000,
68,88118441700,"Zocchi","Michele","9943 Stonehedge Dr.","Hidalgo","Zacatecas","24077","Mexico",25,"606-555-8871","M","F",0,0,"Partial College","Bronze",83,40000,
69,88137775063,"Walsh","Jean","931 Corte De Luna","Los Angeles","CA","79465","USA",3,"725-555-5106","S","M",1,1,"Bachelors Degree","Bronze",31,60000,
70,88144207000,"Renfro","Leopoldo","1226 Shoenic","Coronado","CA","13903","USA",8,"360-555-3399","S","M",0,0,"High School Degree","Bronze",28,40000,
71,88161163926,"Brockett","Donna","2467 Clearland Circle","La Cruz","Sinaloa","61745","Mexico",29,"741-555-1921","S","M",5,5,"Partial High School","Gloden",33,40000,
72,88161249756,"Anderson","Laurie","5671 Bel Air Dr.","Shawnee","BC","35052","Canada",105,"398-555-7842","M","F",5,3,"Graduate Degree","Gloden",60,80000,
73,88168829679,"Gomez","Louis","7166 Brock Lane","Yakima","WA","49055","USA",89,"802-555-4992","M","F",4,2,"Partial College","Gloden",75,40000,
74,88172026872,"Walker","Julie","3281 Hillview Dr.","Ballard","WA","87524","USA",20,"722-555-4199","S","M",3,3,"High School Degree","Gloden",35,40000,
75,88182830810,"Jones","Jay","5030 Blue Ridge Dr.","Lynnwood","WA","35227","USA",75,"248-555-8978","M","F",3,1,"Bachelors Degree","Bronze",87,60000,
76,88185078501,"Winfrey","Gayle","1399 Firestone Drive","Port Orchard","WA","66150","USA",77,"191-555-6813","S","F",1,0,"Bachelors Degree","Silver",83,60000,
77,88203880800,"Brown","Yasmina","6058 Hill Street","Downey","CA","85184","USA",58,"569-555-5452","S","M",2,1,"High School Degree","Bronze",79,40000,
78,88243577480,"Touchstone","Joseph","2681 Eagle Peak","Salem","OR","55976","USA",23,"774-555-5574","S","M",1,0,"High School Degree","Bronze",60,140000,
79,88249907493,"Bakhtyari","Mary","7594 Alexander Pl.","Tacoma","WA","41172","USA",84,"585-555-2267","S","M",2,1,"Bachelors Degree","Bronze",43,60000,
80,88262524604,"Glass","Melvin","7126 Edie Ct.","Lemon Grove","CA","77125","USA",12,"812-555-1017","M","F",1,1,"Bachelors Degree","Bronze",54,60000,
81,88265968561,"Cohen","Kristin","2294 West 39th St.","Milwaukie","OR","28482","USA",65,"646-555-5338","S","M",2,1,"Partial College","Bronze",56,40000,
82,88275710344,"Kharman","Susan","2080 Sycamore Drive","Richmond","CA","30597","USA",35,"896-555-2717","M","F",4,4,"Graduate Degree","Gloden",59,120000,
83,88284432888,"Kirschner","Gordon","158 Walnut Ave","Arcadia","CA","47116","USA",51,"331-555-3981","S","F",3,2,"Bachelors Degree","Bronze",31,60000,
84,88304206132,"Burger","William","2854 Magda Way","Haney","BC","88099","Canada",93,"604-555-8988","M","M",4,1,"Bachelors Degree","Silver",68,60000,
85,88346847891,"Blau","Lana","1185 Dallis Drive","Novato","CA","70780","USA",42,"723-555-5224","M","M",3,2,"Partial College","Normal",54,40000,
86,88352523400,"Derby","Donna","8154 Via Mexico","Bremerton","WA","52198","USA",76,"358-555-3517","S","M",4,1,"Partial College","Bronze",89,40000,
87,88355388045,"Thomson","Kathleen","6740 Jalisco","N. Vancouver","BC","26768","Canada",97,"739-555-2038","M","F",4,2,"High School Degree","Bronze",51,120000,
88,88380010700,"Walton","Gabriel","2601 Cambridge Drive","Milwaukie","OR","26367","USA",65,"396-555-7960","M","F",2,1,"Graduate Degree","Gloden",57,140000,
89,88386346101,"Meastas","Bishop","4096 San Remo","Woodland Hills","CA","14079","USA",62,"912-555-7369","S","F",4,3,"High School Degree","Gloden",26,40000,
90,88386882543,"Kouba","Geneva","7554 Lakeview Pl.","Sooke","BC","78839","Canada",101,"832-555-6577","M","F",2,1,"Partial College","Bronze",24,40000,
91,88397842049,"Clark","Tricia","1960 Via Catanzaro","Long Beach","CA","32712","USA",48,"597-555-6013","S","M",1,0,"Graduate Degree","Normal",44,100000,
92,88398657441,"Munn","Debi","5672 Hale Dr.","Arcadia","CA","61730","USA",51,"540-555-3848","M","M",4,4,"Partial High School","Bronze",66,140000,
93,88416295647,"Goldberg","Patricia","332 Laguna Niguel","Woodburn","OR","80763","USA",69,"989-555-7255","S","M",5,2,"High School Degree","Gloden",30,80000,
94,88416842818,"Magenheim","Susan","6954 Garcia Ranch Road","Vancouver","BC","77848","Canada",5,"293-555-7377","S","M",1,1,"High School Degree","Normal",61,20000,
95,88426868915,"Hance","Nancy","4523 Via Cortez","Tlaxiaco","Oaxaca","63043","Mexico",30,"471-555-9125","M","F",2,2,"High School Degree","Bronze",70,120000,
96,88445172309,"Mehlert","Rhonda","1400 Gibrix Drive","Beaverton","OR","98996","USA",67,"698-555-7875","S","M",0,0,"Graduate Degree","Silver",49,140000,
97,88470690800,"Duran","Paula","9222 Roseann Drive","Richmond","BC","50354","Canada",90,"532-555-3196","S","M",4,0,"Partial College","Bronze",77,60000,
98,88486376400,"Earley","Margaret","9009 W 46th St","Richmond","BC","52469","Canada",90,"121-555-4232","S","F",1,0,"Partial College","Bronze",48,60000,
99,88506181836,"Horne","Elizabeth","7086 O St.","Port Orchard","WA","42696","USA",77,"217-555-1839","M","F",3,3,"High School Degree","Gloden",66,60000,
100,88506991900,"Hunt","Mary","7127 Morengo Court","San Jose","CA","10972","USA",39,"490-555-6846","S","F",2,1,"Graduate Degree","Bronze",71,80000,
101,88507222533,"Allen","Libby","5458 Encino Drive","N. Vancouver","BC","92652","Canada",97,"848-555-6739","S","F",1,0,"Partial High School","Silver",25,40000,
102,88530171513,"Bruno","Bonnie","8408 Via Del Sol","Langford","BC","99797","Canada",102,"244-555-1375","M","M",2,0,"Partial College","Bronze",28,40000,
103,88531920313,"Bowers","Angela","9650 Valley View Road","Acapulco","Guerrero","48640","Mexico",28,"737-555-2156","S","M",5,3,"Partial High School","Gloden",86,40000,
104,88537885546,"Gonzales","Donald","2855 Playa","Hidalgo","Zacatecas","48239","Mexico",25,"394-555-8077","S","F",1,1,"Partial College","Bronze",48,40000,
105,88539907932,"Valdez","Sylvester","4350 Mota Dr.","National City","CA","35950","USA",9,"137-555-8885","M","M",3,1,"Partial College","Bronze",67,80000,
106,88556258678,"Stewart","John","7808 Brown St.","Long Beach","CA","74419","USA",48,"717-555-4435","M","M",5,5,"Partial College","Gloden",21,40000,
107,88589957952,"Velasquez","Barney","2214 Solano","Cliffside","BC","54584","Canada",103,"483-555-3870","M","M",2,0,"Partial College","Bronze",79,40000,
108,88593557476,"Dubois","Kenneth","8582 San Jose Ave.","Shawnee","BC","59214","Canada",105,"425-555-1706","M","M",1,1,"Partial High School","Bronze",69,20000,
109,88597859740,"Maestas","Kate","3241 Brock Lane","Newton","BC","76633","Canada",95,"214-555-8770","S","M",2,1,"High School Degree","Silver",71,80000,
110,88604978322,"Underwood","Josie","9863 Ridge Place","West Covina","CA","47425","USA",60,"179-555-5235","M","M",3,1,"Graduate Degree","Bronze",58,80000,
111,88620250821,"Strain","Ramon","4777 Rockne Drive","Palo Alto","CA","32621","USA",41,"890-555-1927","M","F",2,0,"Graduate Degree","Bronze",35,100000,
112,88622546792,"Azari","Pat","4310 Kenston Dr.","Santa Monica","CA","68574","USA",49,"217-555-9677","M","F",4,3,"High School Degree","Gloden",52,160000,
113,88624070286,"Dabit","Bob","9476 Hill Top Rd.","Sooke","BC","19932","Canada",101,"291-555-8656","S","F",2,1,"Partial College","Bronze",36,40000,
114,88631725311,"Carmona","Marty","9263 Mt. McKinley Ct.","Sooke","BC","22047","Canada",101,"541-555-6035","S","F",3,0,"Partial College","Bronze",57,40000,
115,88638226985,"Saxton","Gina","620 Woodside Ct.","Altadena","CA","38565","USA",50,"330-555-4138","S","F",3,1,"Partial High School","Normal",23,20000,
116,88648338913,"McLaughlin","Juan","661 Miller Ave.","Burnaby","BC","68422","Canada",92,"602-555-9145","S","M",2,1,"High School Degree","Gloden",66,80000,
117,88656943440,"Eyster","Carol","1648 Eastgate Lane","Albany","OR","62230","USA",71,"960-555-9038","S","F",3,0,"Bachelors Degree","Bronze",46,60000,
118,88662506341,"Henry","Nancy","4598 Manila Avenue","Bremerton","WA","95667","USA",76,"356-555-3673","M","M",2,0,"High School Degree","Bronze",87,40000,
119,88665478229,"Barros","Chris","3183 Trasher Road","N. Vancouver","BC","18218","Canada",97,"737-555-2195","M","M",4,4,"Partial College","Gloden",43,40000,
120,88673519492,"Groome","Christopher","6387 Scenic Avenue","Milwaukie","OR","17817","USA",65,"634-555-2773","S","F",0,0,"Partial College","Silver",43,160000,
121,88683427572,"Hill","Anna","7883 Mitchell Canyon Court","Santa Monica","CA","55288","USA",49,"137-555-8923","S","F",5,1,"High School Degree","Bronze",88,40000,
122,88690803647,"Williams","Ramon","3997 Via De Luna","Walla Walla","WA","70289","USA",88,"718-555-4473","S","F",4,1,"High School Degree","Bronze",80,140000,
123,88708876371,"Masters","Scott","5747 Shirley Drive","Richmond","CA","24162","USA",35,"483-555-3909","M","F",2,1,"Graduate Degree","Bronze",36,140000,
124,88719449639,"Brady, Jr.","Joseph","2115 Pasado","Oakland","CA","55084","USA",37,"426-555-1745","M","F",5,1,"High School Degree","Silver",70,40000,
125,88734051585,"Gray","Ellen","6774 Bonanza","Bellflower","CA","20209","USA",55,"214-555-8809","M","M",2,0,"Partial High School","Normal",28,20000,
126,88735752105,"Fielder","Henry","3397 Rancho View Drive","Ballard","WA","90000","USA",20,"179-555-5273","S","F",2,2,"Partial College","Bronze",53,40000,
127,88744179606,"Finnell","Jeanine","8310 Ridge Circle","Everett","WA","75196","USA",81,"103-555-4226","M","M",1,1,"Bachelors Degree","Silver",68,60000,
128,88750257492,"Schuetz","Ian","7842 Ygnacio Valley Road","Salem","OR","12150","USA",23,"330-555-2976","S","F",1,1,"High School Degree","Bronze",53,100000,
129,88752945065,"Runyon","Richard","5666 Hazelnut Lane","Concord","CA","62507","USA",46,"403-555-1955","S","F",0,0,"Bachelors Degree","Bronze",75,60000,
130,88771945834,"Potter","Linda","5452 Corte Gilberto","Concord","CA","64622","USA",46,"653-555-8333","M","F",4,0,"High School Degree","Normal",51,20000,
131,88772315979,"Smith","Mary","874 Olivera Road","La Jolla","CA","54848","USA",33,"749-555-5940","S","M",3,1,"Partial College","Silver",56,40000,
132,88781231641,"Brumagen","Barbara","3570 Court Lane","Cliffside","BC","23125","Canada",103,"122-555-1947","S","F",0,0,"Partial College","Gloden",67,40000,
133,88788833022,"Hamilton","Thelma","1902 Santa Cruz","Burbank","CA","58058","USA",53,"480-555-1840","S","M",1,1,"Bachelors Degree","Bronze",85,60000,
134,88804722428,"J Wilbert","Shirley","4852 Chaparral Court","Spokane","WA","39243","USA",87,"115-555-9133","S","M",4,1,"Bachelors Degree","Bronze",82,80000,
135,88820129036,"Ingram","Jeremy","6093 Midway Ct.","Tixapan","DF","60792","Mexico",107,"257-555-3997","S","M",5,1,"Bachelors Degree","Bronze",76,100000,
136,88825504183,"Haddix","Sharon","9297 Kenston Dr.","Lynnwood","WA","60392","USA",75,"153-555-4576","M","M",3,3,"Bachelors Degree","Silver",44,140000,
137,88846119642,"Thomas","Leland","793 Crawford Street","Newport Beach","CA","48103","USA",59,"557-555-1726","S","F",3,3,"High School Degree","Silver",57,40000,
138,88880816698,"Wilson","Don","4251 San Onofre Court","Oak Bay","BC","13864","Canada",99,"238-555-6276","M","F",4,2,"Partial College","Bronze",75,40000,
139,88896459341,"Stovall","Wayne","8656 Lakespring Place","Coronado","CA","66736","USA",8,"593-555-6287","S","M",1,1,"High School Degree","Bronze",69,40000,
140,88966604471,"Russell","Douglas","5025 Holiday Hills","La Mesa","CA","71367","USA",11,"536-555-4122","M","M",2,0,"High School Degree","Bronze",53,40000,
141,88974345326,"Doose","Maureen","7028 San Gabriel Dr.","Santa Anita","DF","90401","Mexico",108,"324-555-2187","M","M",4,1,"Bachelors Degree","Gloden",61,60000,
142,88980621695,"Morreale","Ann","6307 Grenadine Way","Renton","WA","84255","USA",73,"289-555-7651","M","F",2,1,"Bachelors Degree","Bronze",42,60000,
143,89028214812,"Rupert","Sheila","1220 Bradford Way","Glendale","CA","69451","USA",54,"101-555-4344","M","F",5,1,"Partial High School","Normal",25,20000,
144,89028284549,"Pierson","Ashley","1999 Orangewood Court","Westminster","BC","32697","Canada",91,"328-555-3094","S","M",3,2,"Graduate Degree","Silver",36,140000,
145,89029260873,"Nickels","Ivan","9821 Juniper Drive","Victoria","BC","56762","Canada",6,"401-555-2072","S","M",3,3,"Graduate Degree","Gloden",26,140000,
146,89035692811,"Neuhauser","Chad","9608 Grammercy Lane","Victoria","BC","58876","Canada",6,"651-555-8451","M","M",2,1,"Partial College","Bronze",40,140000,
147,89059253334,"Coke","Ann","7685 Imperial Dr","Sooke","BC","75395","Canada",101,"747-555-6058","M","M",4,4,"Bachelors Degree","Silver",83,60000,
148,89061329364,"Scarbrough","Jon","7726 Driftwood Drive","Kirkland","WA","43672","USA",63,"120-555-2065","S","M",2,1,"Partial College","Bronze",50,40000,
149,89073216915,"Martensen","Lillian","8713 Yosemite Ct.","Chula Vista","CA","26352","USA",13,"478-555-1958","M","M",1,1,"Partial College","Bronze",36,40000,
150,89090994596,"McCormick","Mary","9008 Creekside Drive","Seattle","WA","33498","USA",18,"113-555-9251","M","F",4,2,"Partial College","Bronze",71,40000,
151,89130846858,"Sparacino","James","250 Geary Ct.","San Jose","CA","81339","USA",39,"606-555-1032","S","F",3,2,"High School Degree","Normal",41,40000,
152,89144885540,"Racette","John","3454 D Bel Air Drive","Ballard","WA","54647","USA",20,"263-555-6954","M","F",2,1,"Graduate Degree","Normal",47,120000,
153,89165082573,"Thompson","Edwardo","4949 Dutch Slough Rd","Guadalajara","Jalisco","68650","Mexico",4,"667-555-4104","S","F",3,3,"Graduate Degree","Gloden",86,80000,
154,89177710413,"Warren","Sam","1064 Slavio","Lebanon","OR","81192","USA",72,"587-555-3311","M","F",0,0,"Partial College","Bronze",84,80000,
155,89202826619,"Chow-Wang","Shelby","2813 Dew Drop Circle","Port Hammond","BC","60991","Canada",98,"113-555-8089","M","M",1,0,"Graduate Degree","Bronze",34,80000,
156,89205031394,"Wood","Nelly","9181 La Vista Circle","Sooke","BC","91914","Canada",101,"956-555-5925","S","M",1,1,"Partial College","Silver",56,120000,
157,89207509756,"Morgan","Jackie","3841 Silver Oaks Place","La Mesa","CA","11949","USA",11,"744-555-3989","M","F",2,2,"Bachelors Degree","Normal",90,20000,
158,89213179945,"Boje","Gavin","463 H Stagecoach Rd.","Tacoma","WA","81740","USA",84,"709-555-9453","M","F",3,0,"Partial College","Bronze",39,40000,
159,89255880700,"Tsujimoto","Marlene","5376 Catanzaro Way","Milwaukie","OR","12447","USA",65,"760-555-9804","S","M",4,3,"Bachelors Degree","Gloden",60,60000,
160,89277064800,"Bouton","RitaIva","4909 Poco Lane","Renton","WA","48400","USA",73,"748-555-4896","M","F",1,0,"High School Degree","Bronze",39,40000,
161,89277392000,"Gras","Dell","77 Birchwood","Grossmont","CA","98756","USA",17,"821-555-3875","M","F",1,1,"Bachelors Degree","Bronze",67,80000,
162,89286039471,"Solano","Christopher","9862 Ahneita Dr.","Ladner","BC","18729","Canada",96,"171-555-1254","M","F",3,2,"Partial High School","Normal",37,20000,
163,89286860227,"Armstrong","George","7939 Bayview Court","Los Angeles","CA","18391","USA",3,"267-555-7861","S","F",5,4,"Bachelors Degree","Gloden",48,60000,
164,89288474917,"Aldred","Kristine","636 Vine Hill Way","Coronado","CA","85666","USA",8,"466-555-8179","S","F",4,2,"Partial College","Bronze",53,40000,
165,89307073354,"Jorgenson","Tom","8967 Hamilton Ave.","Milwaukie","OR","42055","USA",65,"585-555-4415","S","M",2,0,"Graduate Degree","Bronze",65,80000,
166,89309052824,"Turner","Dana","1918 Terra Granada","Oak Bay","BC","75493","Canada",99,"220-555-2708","S","F",4,2,"Graduate Degree","Bronze",68,80000,
167,89314846396,"Zakerski","Terry","504 O St.","Lemon Grove","CA","97042","USA",12,"601-555-1229","M","M",2,0,"Partial College","Bronze",68,40000,
168,89319840669,"Carlson","David","3708 Montana","Walla Walla","WA","96641","USA",88,"259-555-7150","M","F",4,1,"Graduate Degree","Bronze",37,80000,
169,89339179396,"Symons","Linda","5203 Virginia Lane","Lebanon","OR","84353","USA",72,"662-555-4300","S","F",0,0,"Graduate Degree","Normal",44,20000,
170,89349634647,"Reynolds","Louis","1318 Lasalle Street","Los Angeles","CA","50114","USA",3,"582-555-3508","S","M",1,1,"Bachelors Degree","Normal",80,40000,
171,89356871247,"Ibsen","Maureen","3067 Maya","Downey","CA","39870","USA",58,"108-555-8286","S","M",4,2,"Graduate Degree","Bronze",68,140000,
172,89359070658,"Ciochon","Virginia","9435 Breck Court","West Covina","CA","86178","USA",60,"951-555-6122","S","F",3,0,"Partial College","Gloden",58,40000,
